t
282.65
282.65
282.75
282.95
283.05
282.65
282.35
282.05
282.15
282.45
282.45
282.35
282.35
282.65
282.95
283.05
283.05
282.95
283.15
283.35
283.45
283.35
283.25
283.05
282.85
282.95
282.75
282.65
283.15
283.35
283.65
283.25
283.15
283.25
283.35
283.45
283.45
283.45
283.35
282.95
282.75
282.55
282.35
282.05
282.15
282.15
282.25
282.25
282.05
282.15
282.05
281.85
281.75
281.85
281.65
281.55
281.55
281.65
281.65
281.85
282.05
282.35
283.35
283.65
284.25
284.45
284.25
284.15
284.05
283.75
283.65
283.65
283.75
283.85
283.75
283.65
283.75
283.65
282.75
282.55
282.55
282.55
282.55
282.35
282.45
282.35
282.05
282.15
282.25
282.15
281.95
282.05
282.05
282.05
281.95
281.95
281.95
282.05
281.95
281.95
282.15
282.35
282.55
282.45
282.35
282.35
282.55
282.95
283.15
282.95
283.05
283.05
282.95
283.35
283.25
283.45
283.45
283.35
283.45
283.55
283.55
283.75
283.85
283.75
283.75
283.75
283.85
283.95
283.85
284.05
283.75
283.95
283.75
283.85
284.05
284.15
283.95
283.55
283.65
283.95
283.75
283.85
283.85
283.85
283.85
283.95
283.55
283.55
283.65
283.75
283.65
283.65
283.55
283.65
283.55
283.45
283.55
283.45
283.45
283.45
283.25
283.05
283.05
283.05
283.15
283.15
283.15
283.05
283.05
283.15
283.15
283.05
283.15
283.25
283.25
283.15
282.95
283.05
283.15
283.05
283.15
283.05
283.05
283.05
283.05
283.05
282.95
283.05
283.05
283.05
283.05
283.15
283.05
283.15
283.05
283.05
283.05
282.95
282.95
282.95
282.95
282.95
282.95
283.05
283.15
283.05
283.05
283.05
283.05
283.05
283.05
283.05
283.05
283.05
283.05
283.05
283.05
283.15
283.15
283.15
283.15
283.15
283.15
283.05
283.05
282.95
282.95
282.95
283.15
283.15
283.15
283.05
282.95
282.85
282.85
282.95
283.15
283.35
283.35
283.35
283.35
283.45
283.35
283.35
283.35
283.35
283.45
283.55
283.55
283.55
283.55
283.55
283.55
283.55
283.45
283.45
283.45
283.25
282.95
282.85
282.75
282.95
282.95
282.55
282.45
282.45
282.55
282.35
282.25
282.05
281.85
281.95
282.25
282.55
282.55
282.55
282.65
282.45
282.45
282.45
282.55
282.45
282.45
282.35
282.35
282.45
282.65
282.65
282.55
282.45
282.45
282.55
282.55
282.35
282.45
282.45
282.55
282.65
282.75
282.75
282.95
282.95
283.05
283.15
283.35
283.45
283.45
283.55
283.65
283.85
283.95
284.05
284.15
284.25
284.35
284.65
284.95
285.35
285.55
285.55
285.55
285.55
285.55
285.65
285.65
285.65
285.65
285.65
285.65
285.65
285.65
285.65
285.65
285.65
285.55
285.65
285.65
285.65
285.65
285.75
285.65
285.65
285.75
285.75
285.65
285.65
285.65
285.75
285.75
285.75
285.75
285.75
285.75
285.85
285.75
285.75
285.75
285.75
285.65
285.75
285.75
285.75
285.75
285.75
285.75
285.75
285.75
285.65
285.65
285.65
285.65
285.55
285.55
285.55
285.55
285.65
285.65
285.65
285.55
285.65
285.75
285.75
285.85
285.75
285.65
285.55
285.55
285.65
285.75
285.85
285.85
285.75
285.65
285.65
285.55
285.55
285.55
285.55
285.55
285.55
285.45
285.45
285.35
285.35
285.45
285.35
285.45
285.45
285.45
285.45
285.45
285.55
285.55
285.55
285.55
285.65
285.75
285.75
285.75
285.75
285.75
285.75
285.85
285.85
285.85
285.85
285.85
285.85
285.75
285.85
285.85
285.85
285.95
285.95
285.95
286.05
285.95
286.05
286.05
285.95
286.05
286.05
286.05
286.15
286.15
286.15
286.25
286.35
286.35
286.45
286.35
286.45
286.45
286.55
286.45
286.45
286.45
286.35
286.45
286.55
286.65
286.65
286.55
286.65
286.75
286.75
286.85
286.95
286.95
286.95
287.05
287.05
286.95
286.95
286.75
286.35
286.15
286.15
286.05
285.85
285.55
285.35
285.45
285.45
285.45
285.45
285.45
285.45
285.45
285.45
285.45
285.45
285.35
285.35
285.35
283.95
283.85
284.05
284.15
284.35
284.15
284.15
284.05
283.85
283.95
284.05
284.15
284.15
284.15
284.05
284.05
284.15
284.05
283.95
283.65
283.95
284.05
283.45
283.15
282.95
283.05
283.15
283.15
283.25
283.25
283.35
283.45
283.55
283.55
283.65
283.65
283.65
283.65
283.35
283.55
283.65
283.25
282.15
282.35
282.55
282.75
282.85
283.05
283.15
283.35
283.25
283.25
283.25
283.35
283.25
283.05
283.05
283.15
283.25
283.35
283.35
283.45
283.45
283.25
283.35
283.35
283.35
283.55
283.45
283.55
283.55
283.55
283.55
283.65
283.45
283.15
283.25
283.45
283.65
283.65
283.75
283.75
283.85
283.85
283.95
283.95
284.15
284.15
284.15
284.15
284.15
284.25
284.25
284.25
284.05
283.95
283.95
284.05
284.05
284.15
284.25
284.25
284.35
284.35
284.45
284.45
284.45
284.45
283.95
283.15
283.15
283.45
283.65
283.85
283.95
284.05
284.15
284.15
284.15
284.15
284.05
283.45
283.35
283.25
283.35
283.55
283.65
283.65
283.65
283.65
283.65
283.75
283.85
283.95
284.05
284.15
284.15
284.25
284.15
284.15
284.05
283.95
283.95
283.95
283.95
284.05
284.15
284.15
284.05
284.05
283.95
283.85
283.75
283.55
283.45
283.45
283.45
283.55
283.55
283.45
283.55
283.55
283.65
283.65
283.45
283.45
283.45
283.45
283.35
283.35
283.45
283.45
283.55
283.65
283.75
283.75
283.85
283.95
284.05
284.15
284.25
284.55
285.05
285.65
285.95
285.95
286.05
286.15
286.15
286.15
286.25
286.25
286.25
286.25
286.25
286.35
286.45
286.35
286.35
286.45
286.35
286.35
286.35
286.35
286.35
286.35
286.45
286.45
286.35
286.35
286.45
286.45
286.45
286.45
286.45
286.45
286.35
286.35
286.35
286.35
286.35
286.35
286.35
286.25
286.25
286.25
286.25
286.25
286.25
286.15
286.15
286.15
286.15
286.15
286.05
286.05
286.05
286.05
286.05
286.05
286.05
285.95
285.95
285.95
285.95
285.95
285.95
285.95
285.95
285.95
285.95
285.95
285.95
285.95
285.95
285.85
285.85
285.85
285.95
285.85
285.85
285.85
285.85
285.85
285.85
285.85
285.95
285.95
285.95
285.95
285.95
285.95
285.95
285.95
285.95
285.95
286.05
285.95
285.95
286.05
286.05
286.15
286.05
286.05
286.05
286.05
286.05
285.95
285.95
286.05
286.05
286.05
286.05
286.05
285.95
285.95
285.95
285.95
285.95
285.95
285.95
285.95
285.95
285.95
285.95
285.95
285.95
285.95
285.95
285.95
285.95
285.95
285.95
285.95
285.55
285.25
285.05
284.85
284.75
284.75
284.75
284.75
284.75
284.75
284.75
284.85
284.95
284.95
284.95
284.95
284.95
284.95
285.05
285.05
285.05
285.05
285.05
285.15
285.15
285.15
285.25
285.25
285.25
285.25
285.25
285.25
285.25
285.25
285.25
285.15
285.15
285.15
285.35
285.35
285.25
285.35
285.35
285.35
285.25
285.15
285.05
285.15
285.25
285.15
285.35
285.35
285.25
285.45
285.45
285.35
284.95
285.05
285.35
285.35
285.15
285.15
284.95
284.95
284.85
284.75
284.35
284.65
284.55
284.45
284.35
284.25
284.25
284.25
284.25
284.35
284.45
284.55
284.65
284.75
284.75
284.85
284.85
284.85
284.75
284.75
284.75
284.85
284.85
284.85
284.85
284.75
284.75
284.75
284.75
284.75
284.75
284.85
284.95
284.95
284.95
284.95
284.95
285.05
285.05
285.05
285.15
285.15
285.05
285.05
284.95
284.85
284.75
284.45
284.45
284.35
284.45
284.45
284.25
284.15
284.15
284.15
284.15
284.25
284.15
284.15
284.05
284.05
283.95
283.95
283.85
283.95
283.85
283.75
283.65
283.55
283.55
283.45
283.45
283.45
283.25
283.35
283.35
283.45
283.35
283.45
283.25
283.35
283.25
283.15
283.15
283.05
283.05
283.05
283.15
283.15
283.05
282.95
283.05
283.05
282.75
282.65
282.65
282.55
282.75
282.75
282.75
282.85
282.75
282.75
282.65
282.75
282.85
282.95
283.05
283.25
283.25
283.25
283.25
283.25
283.25
283.25
283.35
283.45
283.55
283.55
283.55
283.65
283.65
283.45
282.15
281.85
281.15
281.15
281.15
281.15
281.25
281.25
281.25
281.35
281.35
281.35
281.45
281.35
281.25
281.35
281.45
281.25
281.25
281.35
280.55
280.35
280.15
280.25
280.15
280.15
280.35
280.55
280.65
280.65
280.65
280.55
280.45
280.65
280.75
280.75
280.75
280.95
281.15
281.05
281.25
281.25
281.15
281.35
281.25
281.15
281.15
281.25
281.55
281.35
280.85
280.85
280.75
280.75
281.05
281.35
281.85
282.05
282.15
282.25
281.85
281.85
282.15
282.35
282.55
282.55
282.75
282.95
283.05
283.15
283.15
283.25
283.45
283.65
283.55
283.65
283.55
283.15
283.05
283.45
283.75
283.85
283.35
283.55
283.25
283.15
282.85
282.85
282.95
283.25
283.35
283.55
283.45
283.55
283.15
282.95
282.95
282.95
282.75
282.75
282.05
281.15
281.15
281.65
281.35
281.35
281.45
281.85
281.95
282.05
281.95
282.05
281.85
281.85
281.85
281.75
281.85
281.95
282.05
282.05
281.95
281.95
282.05
282.05
282.05
282.05
281.75
281.45
281.35
281.15
280.95
281.15
281.15
281.25
281.05
280.95
280.85
280.85
280.75
280.85
280.85
281.05
281.15
281.15
281.05
280.65
280.35
280.25
280.05
280.15
280.25
280.05
279.95
280.05
279.85
279.85
279.65
279.35
279.25
279.15
279.15
279.15
279.05
279.05
279.15
279.25
279.55
279.55
279.55
279.55
279.45
279.35
279.35
279.35
279.35
279.85
280.05
279.85
280.15
280.15
280.05
280.05
280.15
280.05
280.15
280.55
